frame_idx,time_s,track_id,class,cx,cy,speed_kmh,counted_event,is_moving
1,0.0333,22,motorbike,2371,824,,0,1
1,0.0333,21,car,3207,601,,0,1
1,0.0333,20,car,1758,489,,0,1
1,0.0333,19,motorbike,1456,872,,0,1
1,0.0333,18,car,2307,442,,0,1
1,0.0333,17,motorbike,1151,1341,,0,1
1,0.0333,16,car,1954,512,,0,1
1,0.0333,15,car,2135,475,,0,1
1,0.0333,14,motorbike,2079,1674,,0,1
1,0.0333,13,car,2231,526,,0,1
1,0.0333,12,car,1871,518,,0,1
1,0.0333,11,motorbike,1067,1476,,0,1
1,0.0333,10,motorbike,1394,1362,,0,1
1,0.0333,9,truck,1691,970,,0,1
1,0.0333,8,car,1907,637,,0,1
1,0.0333,7,car,1945,914,,0,1
1,0.0333,6,car,2683,637,,0,1
1,0.0333,5,car,3219,1106,,1,1
1,0.0333,4,car,3154,765,,0,1
1,0.0333,3,car,2629,2159,,0,1
1,0.0333,2,bus,2162,872,,0,1
1,0.0333,1,car,1758,1466,,0,1
2,0.0667,25,motorbike,1347,1049,,1,1
2,0.0667,24,truck,2009,582,,0,1
2,0.0667,23,motorbike,1598,729,,0,1
2,0.0667,21,car,3163,602,,0,1
2,0.0667,20,car,1759,490,,0,1
2,0.0667,19,motorbike,1457,871,,0,1
2,0.0667,18,car,2314,443,,0,1
2,0.0667,17,motorbike,1154,1333,,0,1
2,0.0667,16,car,1955,513,,0,1
2,0.0667,15,car,2139,477,,0,1
2,0.0667,14,motorbike,2083,1710,,0,1
2,0.0667,13,car,2235,529,,0,1
2,0.0667,12,car,1871,518,,0,1
2,0.0667,11,motorbike,1067,1476,,0,1
2,0.0667,10,motorbike,1391,1371,,0,1
2,0.0667,9,truck,1690,974,,0,1
2,0.0667,8,car,1905,637,,0,1
2,0.0667,7,car,1944,918,,0,1
2,0.0667,6,car,2695,641,,0,1
2,0.0667,5,car,3251,1125,,0,1
2,0.0667,4,car,3175,773,,0,1
2,0.0667,3,car,2649,2166,,0,1
2,0.0667,2,bus,2165,876,,0,1
2,0.0667,1,car,1755,1481,,0,1
3,0.1,20,car,1759,491,,0,1
3,0.1,19,motorbike,1461,869,,0,1
3,0.1,18,car,2316,445,,0,1
3,0.1,17,motorbike,1154,1333,,0,1
3,0.1,16,car,1955,515,,0,1
3,0.1,15,car,2143,480,,0,1
3,0.1,13,car,2239,531,,0,1
3,0.1,12,car,1872,522,,0,1
3,0.1,11,motorbike,1067,1478,,0,1
3,0.1,10,motorbike,1387,1383,,0,1
3,0.1,9,truck,1684,984,,0,1
3,0.1,8,car,1908,639,,0,1
3,0.1,7,car,1945,924,,0,1
3,0.1,6,car,2704,646,,0,1
3,0.1,5,car,3287,1147,,0,1
3,0.1,4,car,3199,781,,0,1
3,0.1,3,car,2671,2168,,0,1
3,0.1,2,bus,2172,882,,0,1
3,0.1,1,car,1751,1497,,0,1
4,0.1333,24,truck,2010,586,,0,1
4,0.1333,20,car,1759,491,,0,1
4,0.1333,19,motorbike,1462,870,,0,1
4,0.1333,18,car,2319,445,,0,1
4,0.1333,17,motorbike,1154,1333,,0,1
4,0.1333,16,car,1955,516,,0,1
4,0.1333,15,car,2147,481,,0,1
4,0.1333,13,car,2243,533,,0,1
4,0.1333,12,car,1873,522,,0,1
4,0.1333,11,motorbike,1067,1476,,0,1
4,0.1333,10,motorbike,1385,1398,,0,1
4,0.1333,9,truck,1681,990,,0,1
4,0.1333,8,car,1908,643,,0,1
4,0.1333,7,car,1943,931,,0,1
4,0.1333,6,car,2713,652,,0,1
4,0.1333,5,car,3319,1174,,0,1
4,0.1333,4,car,3223,791,,0,1
4,0.1333,3,car,2678,2167,,0,1
4,0.1333,2,bus,2172,889,,0,1
4,0.1333,1,car,1747,1516,,0,1
5,0.1667,24,truck,2010,586,,0,1
5,0.1667,20,car,1759,491,,0,1
5,0.1667,19,motorbike,1462,870,,0,1
5,0.1667,18,car,2320,445,,0,1
5,0.1667,17,motorbike,1154,1332,,0,1
5,0.1667,16,car,1955,516,,0,1
5,0.1667,15,car,2148,481,,0,1
5,0.1667,14,motorbike,2107,1796,,0,1
5,0.1667,13,car,2244,533,,0,1
5,0.1667,12,car,1873,522,,0,1
5,0.1667,11,motorbike,1067,1476,,0,1
5,0.1667,10,motorbike,1385,1402,,0,1
5,0.1667,9,truck,1680,992,,0,1
5,0.1667,8,car,1908,644,,0,1
5,0.1667,7,car,1943,932,,0,1
5,0.1667,6,car,2715,653,,0,1
5,0.1667,5,car,3327,1181,,0,1
5,0.1667,4,car,3228,793,,0,1
5,0.1667,3,car,2679,2163,,0,1
5,0.1667,2,bus,2171,891,,0,1
5,0.1667,1,car,1746,1521,,0,1
6,0.2,27,motorbike,1954,694,,0,1
6,0.2,26,car,3132,589,,0,1
6,0.2,24,truck,2013,589,,0,1
6,0.2,20,car,1759,492,,0,1
6,0.2,19,motorbike,1462,870,,0,1
6,0.2,18,car,2320,446,,0,1
6,0.2,17,motorbike,1153,1338,,0,1
6,0.2,16,car,1956,516,,0,1
6,0.2,15,car,2148,482,,0,1
6,0.2,14,motorbike,2118,1827,,0,1
6,0.2,13,car,2247,533,,0,1
6,0.2,12,car,1873,523,,0,1
6,0.2,11,motorbike,1067,1476,,0,1
6,0.2,10,motorbike,1380,1412,,0,1
6,0.2,9,truck,1680,995,,0,1
6,0.2,8,car,1908,643,,0,1
6,0.2,7,car,1943,938,,0,1
6,0.2,6,car,2723,655,,0,1
6,0.2,5,car,3357,1200,,0,1
6,0.2,4,car,3247,801,,0,1
6,0.2,3,car,2693,2165,,0,1
6,0.2,2,bus,2176,896,,0,1
6,0.2,1,car,1743,1537,,0,1
7,0.2333,26,car,3127,587,,0,1
7,0.2333,24,truck,2014,590,,0,1
7,0.2333,20,car,1759,492,,0,1
7,0.2333,19,motorbike,1459,871,,0,1
7,0.2333,18,car,2322,447,,0,1
7,0.2333,17,motorbike,1153,1335,,0,1
7,0.2333,16,car,1957,516,,0,1
7,0.2333,15,car,2149,483,,0,1
7,0.2333,13,car,2251,536,,0,1
7,0.2333,12,car,1873,524,,0,1
7,0.2333,11,motorbike,1067,1476,,0,1
7,0.2333,10,motorbike,1374,1424,,0,1
7,0.2333,9,truck,1680,1003,,1,1
7,0.2333,8,car,1909,647,,0,1
7,0.2333,7,car,1945,943,,0,1
7,0.2333,6,car,2734,659,,0,1
7,0.2333,5,car,3394,1223,,0,1
7,0.2333,4,car,3271,810,,0,1
7,0.2333,3,car,2704,2169,,0,1
7,0.2333,2,bus,2180,904,,0,1
7,0.2333,1,car,1739,1552,,0,1
8,0.2667,26,car,3120,582,,0,1
8,0.2667,20,car,1759,493,,0,1
8,0.2667,19,motorbike,1461,869,,0,1
8,0.2667,18,car,2324,448,,0,1
8,0.2667,17,motorbike,1154,1335,,0,1
8,0.2667,16,car,1958,516,,0,1
8,0.2667,15,car,2152,485,,0,1
8,0.2667,13,car,2258,537,,0,1
8,0.2667,12,car,1873,525,,0,1
8,0.2667,11,motorbike,1067,1476,,0,1
8,0.2667,10,motorbike,1367,1438,,0,1
8,0.2667,9,truck,1677,1008,,0,1
8,0.2667,8,car,1908,650,,0,1
8,0.2667,7,car,1946,949,,0,1
8,0.2667,6,car,2746,664,,0,1
8,0.2667,5,car,3434,1249,,0,1
8,0.2667,4,car,3295,820,,0,1
8,0.2667,3,car,2723,2171,,0,1
8,0.2667,2,bus,2184,910,,0,1
8,0.2667,1,car,1738,1575,,0,1
9,0.3,26,car,3110,579,,0,1
9,0.3,20,car,1759,494,,0,1
9,0.3,19,motorbike,1458,870,,0,1
9,0.3,18,car,2327,450,,0,1
9,0.3,17,motorbike,1153,1333,,0,1
9,0.3,16,car,1959,517,,0,1
9,0.3,15,car,2154,487,,0,1
9,0.3,13,car,2260,539,,0,1
9,0.3,12,car,1873,526,,0,1
9,0.3,11,motorbike,1067,1476,,0,1
9,0.3,10,motorbike,1360,1450,,0,1
9,0.3,9,truck,1674,1017,,0,1
9,0.3,8,car,1908,651,,0,1
9,0.3,7,car,1946,954,,0,1
9,0.3,6,car,2756,669,,0,1
9,0.3,5,car,3477,1278,,0,1
9,0.3,4,car,3321,829,,0,1
9,0.3,3,car,2727,2171,,0,1
9,0.3,2,bus,2190,917,,0,1
9,0.3,1,car,1735,1594,,0,1
10,0.3333,27,car,1955,704,,0,1
10,0.3333,26,car,3100,576,,0,1
10,0.3333,20,car,1760,494,62.868,0,1
10,0.3333,19,motorbike,1460,869,9.857,0,1
10,0.3333,18,car,2331,452,91.119,0,1
10,0.3333,17,motorbike,1154,1331,8.068,0,1
10,0.3333,16,car,1961,518,53.032,0,1
10,0.3333,15,car,2156,488,76.275,0,1
10,0.3333,13,car,2262,541,93.007,0,1
10,0.3333,12,car,1874,527,50.483,0,1
10,0.3333,11,motorbike,1067,1476,0.0,0,1
10,0.3333,10,motorbike,1355,1463,40.151,0,1
10,0.3333,9,truck,1672,1024,47.954,0,1
10,0.3333,8,car,1908,652,26.437,0,1
10,0.3333,7,car,1947,962,55.694,0,1
10,0.3333,6,car,2769,674,122.341,0,1
10,0.3333,5,car,3523,1307,125.462,0,1
10,0.3333,4,car,3348,839,133.737,0,1
10,0.3333,3,car,2739,2172,8.007,0,1
10,0.3333,2,bus,2194,923,63.278,0,1
10,0.3333,1,car,1730,1615,47.179,0,1
11,0.3667,29,car,1699,441,,0,1
11,0.3667,28,car,2177,434,,0,1
11,0.3667,26,car,3091,575,,0,1
11,0.3667,20,car,1760,495,62.835,0,1
11,0.3667,19,motorbike,1462,868,9.859,0,1
11,0.3667,18,car,2335,454,92.411,0,1
11,0.3667,17,motorbike,1152,1337,8.169,0,1
11,0.3667,16,car,1961,520,53.171,0,1
11,0.3667,15,car,2162,490,80.471,0,1
11,0.3667,13,car,2266,543,93.155,0,1
11,0.3667,12,car,1875,529,50.507,0,1
11,0.3667,11,motorbike,1067,1476,0.0,0,1
11,0.3667,10,motorbike,1353,1476,40.273,0,1
11,0.3667,9,truck,1673,1032,48.314,0,1
11,0.3667,8,car,1908,654,28.251,0,1
11,0.3667,7,car,1948,969,55.744,0,1
11,0.3667,6,car,2782,680,122.506,0,1
11,0.3667,5,car,3571,1345,125.558,0,1
11,0.3667,4,car,3377,851,133.76,0,1
11,0.3667,3,car,2751,2173,7.858,0,1
11,0.3667,2,bus,2197,929,63.105,0,1
11,0.3667,1,car,1727,1638,47.349,0,1
12,0.4,30,car,2815,507,,0,1
12,0.4,28,car,2177,433,,0,1
12,0.4,26,car,3075,571,,0,1
12,0.4,24,truck,2021,599,,0,1
12,0.4,20,car,1760,496,62.773,0,1
12,0.4,19,motorbike,1463,869,9.864,0,1
12,0.4,18,car,2339,455,92.217,0,1
12,0.4,17,motorbike,1153,1338,8.154,0,1
12,0.4,16,car,1962,522,53.427,0,1
12,0.4,15,car,2166,493,88.234,0,1
12,0.4,13,car,2272,547,93.43,0,1
12,0.4,12,car,1875,531,50.552,0,1
12,0.4,11,motorbike,1067,1477,0.0,0,1
12,0.4,10,motorbike,1339,1502,40.5,0,1
12,0.4,9,truck,1670,1044,48.98,0,1
12,0.4,8,car,1913,657,31.608,0,1
12,0.4,7,car,1949,980,55.836,0,1
12,0.4,6,car,2804,689,122.812,0,1
12,0.4,5,car,3624,1401,125.737,0,1
12,0.4,4,car,3429,870,133.804,0,1
12,0.4,3,car,2768,2185,7.88,0,1
12,0.4,2,bus,2204,942,63.131,0,1
12,0.4,1,car,1719,1678,47.662,0,1
13,0.4333,26,car,3064,568,,0,1
13,0.4333,24,truck,2022,603,,0,1
13,0.4333,20,car,1759,497,62.687,0,1
13,0.4333,19,motorbike,1462,870,9.945,0,1
13,0.4333,18,car,2340,456,92.019,0,1
13,0.4333,17,motorbike,1152,1341,8.241,0,1
13,0.4333,16,car,1963,523,53.507,0,1
13,0.4333,15,car,2171,494,90.637,0,1
13,0.4333,13,car,2278,551,94.113,0,1
13,0.4333,12,car,1876,532,50.566,0,1
13,0.4333,11,motorbike,1067,1477,0.0,0,1
13,0.4333,10,motorbike,1331,1522,40.766,0,1
13,0.4333,9,truck,1667,1054,50.257,0,1
13,0.4333,8,car,1915,660,35.109,0,1
13,0.4333,7,car,1950,988,56.161,0,1
13,0.4333,6,car,2819,696,123.36,0,1
13,0.4333,5,car,3658,1443,125.857,0,1
13,0.4333,4,car,3468,886,133.924,0,1
13,0.4333,3,car,2782,2187,7.889,0,1
13,0.4333,2,bus,2208,950,63.809,0,1
13,0.4333,1,car,1715,1710,48.132,0,1
14,0.4667,33,truck,3789,761,,0,1
14,0.4667,26,car,3054,564,,0,1
14,0.4667,24,truck,2024,604,,0,1
14,0.4667,20,car,1761,498,62.647,0,1
14,0.4667,19,motorbike,1462,871,10.091,0,1
14,0.4667,18,car,2343,458,91.884,0,1
14,0.4667,17,motorbike,1151,1342,8.215,0,1
14,0.4667,16,car,1964,524,53.436,0,1
14,0.4667,15,car,2175,496,96.333,0,1
14,0.4667,13,car,2283,553,94.244,0,1
14,0.4667,12,car,1876,534,50.602,0,1
14,0.4667,11,motorbike,1067,1476,0.0,0,1
14,0.4667,10,motorbike,1324,1540,41.066,0,1
14,0.4667,9,truck,1660,1065,52.054,0,1
14,0.4667,8,car,1914,663,38.735,0,1
14,0.4667,7,car,1950,997,56.685,0,1
14,0.4667,6,car,2834,702,124.114,0,1
14,0.4667,5,car,3686,1480,125.927,0,1
14,0.4667,4,car,3505,902,134.11,0,1
14,0.4667,3,car,2796,2187,7.885,0,1
14,0.4667,2,bus,2211,959,65.042,0,1
14,0.4667,1,car,1710,1740,48.735,0,1
15,0.5,33,truck,3779,763,,0,1
15,0.5,26,car,3046,560,121.356,0,1
15,0.5,24,truck,2025,606,,0,1
15,0.5,20,car,1762,499,62.647,0,1
15,0.5,19,motorbike,1462,871,10.137,0,1
15,0.5,18,car,2347,459,91.735,0,1
15,0.5,17,motorbike,1150,1343,7.965,0,1
15,0.5,16,car,1964,525,53.359,0,1
15,0.5,15,car,2179,496,97.249,0,1
15,0.5,13,car,2287,555,94.207,0,1
15,0.5,12,car,1877,536,50.657,0,1
15,0.5,11,motorbike,1067,1477,0.0,0,1
15,0.5,10,motorbike,1322,1552,41.248,0,1
15,0.5,9,truck,1656,1074,53.342,0,1
15,0.5,8,car,1914,664,41.168,0,1
15,0.5,7,car,1951,1004,56.883,1,1
15,0.5,6,car,2848,709,125.055,0,1
15,0.5,5,car,3712,1508,125.921,0,1
15,0.5,4,car,3540,916,134.625,0,1
15,0.5,3,car,2808,2184,7.743,0,1
15,0.5,2,bus,2218,969,66.186,0,1
15,0.5,1,car,1703,1768,49.459,0,1
16,0.5333,35,car,1927,504,,0,1
16,0.5333,34,motorbike,2503,963,,0,1
16,0.5333,33,truck,3769,762,,0,1
16,0.5333,26,car,3038,558,120.807,0,1
16,0.5333,24,truck,2027,609,96.584,0,1
16,0.5333,20,car,1762,500,62.613,0,1
16,0.5333,19,motorbike,1458,872,10.1,0,1
16,0.5333,18,car,2349,460,91.575,0,1
16,0.5333,17,motorbike,1152,1338,7.98,0,1
16,0.5333,16,car,1964,527,53.31,0,1
16,0.5333,15,car,2181,498,100.972,0,1
16,0.5333,13,car,2291,557,94.027,0,1
16,0.5333,12,car,1877,537,50.679,0,1
16,0.5333,11,motorbike,1067,1476,0.0,0,1
16,0.5333,10,motorbike,1316,1565,41.328,0,1
16,0.5333,9,truck,1654,1083,54.278,0,1
16,0.5333,8,car,1914,666,42.586,0,1
16,0.5333,7,car,1953,1011,56.804,0,1
16,0.5333,6,car,2862,716,126.155,0,1
16,0.5333,5,car,3740,1511,125.853,0,1
16,0.5333,4,car,3576,932,135.419,0,1
16,0.5333,2,bus,2220,976,67.063,0,1
16,0.5333,1,car,1699,1797,50.285,0,1
17,0.5667,34,motorbike,2515,976,,0,1
17,0.5667,33,truck,3760,764,,0,1
17,0.5667,32,car,3656,645,,0,1
17,0.5667,26,car,3027,556,119.791,0,1
17,0.5667,20,car,1761,501,62.552,0,1
17,0.5667,19,motorbike,1460,871,10.066,0,1
17,0.5667,18,car,2352,461,91.416,0,1
17,0.5667,17,motorbike,1151,1342,8.094,0,1
17,0.5667,16,car,1965,528,53.252,0,1
17,0.5667,15,car,2184,499,100.701,0,1
17,0.5667,13,car,2297,560,94.023,0,1
17,0.5667,12,car,1877,538,50.674,0,1
17,0.5667,11,motorbike,1067,1476,0.0,0,1
17,0.5667,10,motorbike,1308,1583,41.47,0,1
17,0.5667,9,truck,1654,1090,55.034,0,1
17,0.5667,8,car,1914,668,43.592,0,1
17,0.5667,7,car,1956,1019,56.984,0,1
17,0.5667,6,car,2878,722,126.79,0,1
17,0.5667,5,car,3767,1515,125.385,0,1
17,0.5667,4,car,3612,947,136.408,0,1
17,0.5667,2,bus,2224,985,67.904,0,1
17,0.5667,1,car,1695,1828,51.099,0,1
18,0.6,34,motorbike,2527,987,,0,1
18,0.6,33,truck,3751,766,,0,1
18,0.6,26,car,3019,556,118.79,0,1
18,0.6,20,car,1761,502,62.467,0,1
18,0.6,19,motorbike,1461,871,10.035,0,1
18,0.6,18,car,2355,462,91.256,0,1
18,0.6,17,motorbike,1150,1355,8.291,0,1
18,0.6,16,car,1967,529,53.217,0,1
18,0.6,15,car,2189,500,97.037,0,1
18,0.6,13,car,2301,563,94.167,0,1
18,0.6,12,car,1878,539,50.645,0,1
18,0.6,11,motorbike,1067,1476,0.0,0,1
18,0.6,10,motorbike,1303,1601,41.665,0,1
18,0.6,9,truck,1650,1100,55.716,0,1
18,0.6,8,car,1916,671,44.647,0,1
18,0.6,7,car,1959,1028,57.384,0,1
18,0.6,6,car,2894,729,127.63,0,1
18,0.6,4,car,3654,963,137.563,0,1
18,0.6,2,bus,2230,995,68.714,0,1
18,0.6,1,car,1690,1858,51.713,0,1
19,0.6333,34,motorbike,2539,1001,,0,1
19,0.6333,33,truck,3741,766,,0,1
19,0.6333,26,car,3009,554,117.801,0,1
19,0.6333,20,car,1762,503,62.345,0,1
19,0.6333,19,motorbike,1459,873,10.01,0,1
19,0.6333,18,car,2359,463,90.935,0,1
19,0.6333,17,motorbike,1150,1353,8.385,0,1
19,0.6333,16,car,1968,530,53.172,0,1
19,0.6333,15,car,2191,501,93.614,0,1
19,0.6333,13,car,2304,565,94.142,0,1
19,0.6333,12,car,1879,542,50.645,0,1
19,0.6333,11,motorbike,1067,1476,0.0,0,1
19,0.6333,10,motorbike,1298,1621,41.953,0,1
19,0.6333,9,truck,1647,1109,56.256,0,1
19,0.6333,8,car,1917,674,46.193,0,1
19,0.6333,7,car,1959,1036,57.623,0,1
19,0.6333,6,car,2910,736,128.413,0,1
19,0.6333,4,car,3679,980,138.23,0,1
19,0.6333,2,bus,2235,1003,69.308,1,1
19,0.6333,1,car,1684,1891,52.33,0,1
20,0.6667,34,motorbike,2551,1015,,1,1
20,0.6667,33,truck,3733,763,,0,1
20,0.6667,26,car,2999,552,115.64,0,1
20,0.6667,20,car,1762,504,62.192,0,1
20,0.6667,19,motorbike,1457,871,9.992,0,1
20,0.6667,18,car,2363,463,90.477,0,1
20,0.6667,17,motorbike,1150,1351,8.395,0,1
20,0.6667,16,car,1969,531,53.119,0,1
20,0.6667,15,car,2195,503,91.013,0,1
20,0.6667,13,car,2310,568,94.269,0,1
20,0.6667,12,car,1879,543,50.621,0,1
20,0.6667,11,motorbike,1067,1476,0.0,0,1
20,0.6667,10,motorbike,1289,1637,42.075,0,1
20,0.6667,9,truck,1648,1120,56.755,0,1
20,0.6667,8,car,1918,676,46.858,0,1
20,0.6667,7,car,1959,1043,57.725,0,1
20,0.6667,6,car,2926,744,129.148,0,1
20,0.6667,4,car,3698,997,138.484,0,1
20,0.6667,2,bus,2240,1012,69.716,0,1
20,0.6667,1,car,1679,1924,52.943,0,1
21,0.7,34,motorbike,2563,1028,,0,1
21,0.7,26,car,2994,550,112.485,0,1
21,0.7,24,car,2033,622,97.513,0,1
21,0.7,20,car,1762,505,61.984,0,1
21,0.7,19,motorbike,1460,870,9.974,0,1
21,0.7,18,car,2367,463,89.97,0,1
21,0.7,16,car,1969,532,53.048,0,1
21,0.7,15,car,2199,505,92.145,0,1
21,0.7,13,car,2315,570,94.228,0,1
21,0.7,12,car,1880,544,50.595,0,1
21,0.7,11,motorbike,1067,1475,0.0,0,1
21,0.7,10,motorbike,1279,1656,42.302,0,1
21,0.7,9,truck,1648,1130,57.321,0,1
21,0.7,8,car,1918,678,47.223,0,1
21,0.7,7,car,1961,1051,57.792,0,1
21,0.7,6,car,2943,753,129.829,0,1
21,0.7,4,car,3718,1012,138.342,0,1
21,0.7,2,bus,2245,1022,70.159,0,1
21,0.7,1,car,1673,1960,53.467,0,1
22,0.7333,34,motorbike,2575,1042,,0,1
22,0.7333,27,motorbike,1961,754,,0,1
22,0.7333,26,car,2985,549,109.795,0,1
22,0.7333,20,car,1763,507,61.885,0,1
22,0.7333,19,motorbike,1458,872,9.961,0,1
22,0.7333,18,car,2369,465,89.657,0,1
22,0.7333,16,car,1969,532,52.963,0,1
22,0.7333,15,car,2201,506,89.764,0,1
22,0.7333,13,car,2319,572,94.045,0,1
22,0.7333,12,car,1880,547,50.578,0,1
22,0.7333,11,motorbike,1068,1475,0.0,0,1
22,0.7333,10,motorbike,1274,1673,42.371,0,1
22,0.7333,9,truck,1648,1139,57.66,0,1
22,0.7333,8,car,1918,680,47.332,0,1
22,0.7333,7,car,1963,1060,57.868,0,1
22,0.7333,6,car,2961,762,130.463,0,1
22,0.7333,4,car,3738,1026,137.866,0,1
22,0.7333,2,bus,2251,1032,70.631,0,1
22,0.7333,1,car,1666,1995,53.91,0,1
23,0.7667,33,truck,3707,748,,0,1
23,0.7667,27,motorbike,1962,757,,0,1
23,0.7667,26,car,2976,547,107.516,0,1
23,0.7667,20,car,1762,508,61.722,0,1
23,0.7667,19,motorbike,1457,872,9.948,0,1
23,0.7667,18,car,2371,466,89.273,0,1
23,0.7667,17,motorbike,1152,1344,8.476,0,1
23,0.7667,16,car,1971,533,52.836,0,1
23,0.7667,15,car,2205,508,90.902,0,1
23,0.7667,13,car,2325,575,94.038,0,1
23,0.7667,12,car,1882,548,50.559,0,1
23,0.7667,11,motorbike,1067,1475,0.0,0,1
23,0.7667,10,motorbike,1269,1693,42.554,0,1
23,0.7667,9,truck,1642,1149,57.908,0,1
23,0.7667,8,car,1919,681,47.393,0,1
23,0.7667,7,car,1964,1068,57.914,0,1
23,0.7667,6,car,2978,769,130.946,0,1
23,0.7667,4,car,3757,1029,137.377,0,1
23,0.7667,2,bus,2255,1042,70.982,0,1
23,0.7667,1,car,1659,2035,54.289,0,1
24,0.8,33,truck,3698,740,,0,1
24,0.8,27,motorbike,1964,761,,0,1
24,0.8,26,car,2969,546,105.571,0,1
24,0.8,20,car,1763,509,61.505,0,1
24,0.8,19,motorbike,1457,871,9.939,0,1
24,0.8,18,car,2376,468,89.064,0,1
24,0.8,17,motorbike,1151,1343,8.472,0,1
24,0.8,16,car,1973,535,52.783,0,1
24,0.8,15,car,2209,511,95.03,0,1
24,0.8,13,car,2329,579,94.18,0,1
24,0.8,12,car,1883,549,50.538,0,1
24,0.8,11,motorbike,1067,1474,0.0,0,1
24,0.8,10,motorbike,1260,1714,42.832,0,1
24,0.8,9,truck,1644,1159,58.136,0,1
24,0.8,8,car,1920,684,47.477,0,1
24,0.8,7,car,1963,1078,57.972,0,1
24,0.8,6,car,2994,778,131.412,0,1
24,0.8,4,car,3778,1036,136.878,0,1
24,0.8,2,bus,2259,1054,71.331,0,1
24,0.8,1,car,1654,2077,54.613,0,1
25,0.8333,39,truck,2039,629,,0,1
25,0.8333,38,car,1853,474,,0,1
25,0.8333,34,motorbike,2621,1089,,0,1
25,0.8333,33,truck,3689,734,26.146,0,1
25,0.8333,27,motorbike,1967,765,,0,1
25,0.8333,26,car,2962,544,103.91,0,1
25,0.8333,20,car,1763,510,61.26,0,1
25,0.8333,19,motorbike,1457,871,9.929,0,1
25,0.8333,18,car,2379,471,89.072,0,1
25,0.8333,17,motorbike,1154,1337,8.541,0,1
25,0.8333,16,car,1974,536,52.683,0,1
25,0.8333,15,car,2214,514,98.719,0,1
25,0.8333,13,car,2335,581,94.153,0,1
25,0.8333,12,car,1884,551,50.525,0,1
25,0.8333,11,motorbike,1067,1471,0.0,0,1
25,0.8333,10,motorbike,1252,1732,42.945,0,1
25,0.8333,9,truck,1643,1168,58.301,0,1
25,0.8333,8,car,1920,686,47.516,0,1
25,0.8333,7,car,1964,1087,58.077,0,1
25,0.8333,6,car,3014,787,132.026,0,1
25,0.8333,2,bus,2265,1063,71.576,0,1
25,0.8333,1,car,1648,2117,54.886,0,1
26,0.8667,38,car,1853,473,,0,1
26,0.8667,34,motorbike,2633,1106,,0,1
26,0.8667,33,truck,3674,728,27.722,0,1
26,0.8667,29,car,1691,445,,0,1
26,0.8667,27,motorbike,1966,769,,0,1
26,0.8667,26,car,2953,542,102.506,0,1
26,0.8667,20,car,1763,510,60.99,0,1
26,0.8667,19,motorbike,1461,870,9.918,0,1
26,0.8667,18,car,2383,472,88.893,0,1
26,0.8667,17,motorbike,1152,1339,8.528,0,1
26,0.8667,16,car,1975,537,52.543,0,1
26,0.8667,15,car,2220,516,101.675,0,1
26,0.8667,13,car,2342,584,94.278,0,1
26,0.8667,12,car,1884,551,50.508,0,1
26,0.8667,11,motorbike,1067,1475,0.0,0,1
26,0.8667,10,motorbike,1244,1753,43.164,0,1
26,0.8667,9,truck,1642,1178,58.414,0,1
26,0.8667,8,car,1921,688,47.518,0,1
26,0.8667,7,car,1964,1096,58.111,0,1
26,0.8667,6,car,3036,795,132.33,0,1
26,0.8667,2,bus,2271,1075,71.836,0,1
26,0.8667,1,car,1640,2152,55.116,0,1
27,0.9,34,motorbike,2647,1124,109.282,0,1
27,0.9,33,truck,3659,722,30.637,0,1
27,0.9,29,car,1691,445,,0,1
27,0.9,27,motorbike,1966,773,,0,1
27,0.9,26,car,2946,541,101.305,0,1
27,0.9,24,car,2041,635,99.23,0,1
27,0.9,20,car,1763,511,60.744,0,1
27,0.9,19,motorbike,1458,871,9.904,0,1
27,0.9,18,car,2387,475,88.927,0,1
27,0.9,17,motorbike,1154,1335,8.589,0,1
27,0.9,16,car,1976,537,52.382,0,1
27,0.9,15,car,2225,517,104.07,0,1
27,0.9,13,car,2346,587,94.833,0,1
27,0.9,12,car,1884,553,50.5,0,1
27,0.9,11,motorbike,1067,1476,0.046,0,1
27,0.9,10,motorbike,1235,1774,43.244,0,1
27,0.9,9,truck,1634,1191,58.538,0,1
27,0.9,8,car,1922,690,47.514,0,1
27,0.9,7,car,1964,1105,58.12,0,1
27,0.9,6,car,3059,803,132.533,0,1
27,0.9,2,bus,2275,1087,72.102,0,1
27,0.9,1,car,1631,2170,55.234,0,1
28,0.9333,41,car,3720,766,,0,1
28,0.9333,34,motorbike,2665,1141,109.054,0,1
28,0.9333,33,truck,3638,715,36.605,0,1
28,0.9333,29,car,1690,445,,0,1
28,0.9333,27,motorbike,1966,780,,0,1
28,0.9333,26,car,2939,540,100.211,0,1
28,0.9333,24,bus,2042,636,99.761,0,1
28,0.9333,23,motorbike,1581,764,,0,1
28,0.9333,20,car,1763,512,60.519,0,1
28,0.9333,19,motorbike,1458,871,9.887,0,1
28,0.9333,18,car,2391,477,89.141,0,1
28,0.9333,17,motorbike,1153,1336,8.568,0,1
28,0.9333,16,car,1976,539,52.287,0,1
28,0.9333,15,car,2229,519,105.99,0,1
28,0.9333,13,car,2350,589,94.856,0,1
28,0.9333,12,car,1884,555,50.497,0,1
28,0.9333,11,motorbike,1068,1476,0.131,0,1
28,0.9333,10,motorbike,1226,1796,43.362,0,1
28,0.9333,9,truck,1634,1203,58.671,0,1
28,0.9333,8,car,1921,693,47.517,0,1
